location_name,date,temperature_c,precipitation_mm,humidity_pct,o3,pm1,pm10,pm25,relativehumidity,temperature,um003,year,month,tourist_arrivals
Embassy Kathmandu,2021-01-01,13.61,0.0,43.79,0.0194,,,109.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-02,13.9,0.0,42.38,0.0032,,,131.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-03,15.05,0.0,42.59,0.0277,,,105.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-04,16.34,0.0,47.81,0.0119,,,265.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-05,16.47,0.0,53.05,0.0162,,,258.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-06,16.78,0.0,49.02,0.016,,,108.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-07,16.32,0.0,46.39,0.0189,,,81.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-08,14.75,0.0,50.04,0.0199,,,67.7,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-09,15.62,0.0,45.75,0.0221,,,76.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-10,15.08,0.0,53.32,0.0203,,,76.4,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-11,13.52,0.0,57.73,0.0213,,,81.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-12,11.34,0.0,58.81,0.0237,,,91.1,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-13,10.14,0.0,48.68,0.0253,,,97.6,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-14,9.99,0.0,50.49,0.0278,,,86.3,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-15,11.25,0.0,49.4,0.0227,,,95.1,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-16,11.39,0.0,47.46,0.0279,,,82.3,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-17,11.26,0.0,42.62,0.0302,,,72.3,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-18,13.44,0.0,44.3,0.0258,,,76.0,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-19,11.86,0.0,58.94,0.0268,,,67.1,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-20,10.99,0.0,63.9,0.0253,,,66.4,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-21,10.22,0.0,51.77,0.0283,,,75.5,,,,2021,Jan,8874
Embassy Kathmandu,2021-01-22,9.77,0.0,48.31,0.0273,,,84.9,,,,2021,Jan,8874
Embassy Kathmandu,2021-02-04,13.24,0.0,35.31,0.0377,,,,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-05,13.24,0.05,41.7,0.0154,,,78.8,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-06,11.12,0.54,61.75,0.0305,,,47.5,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-07,11.36,0.0,49.07,0.0274,,,40.4,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-08,13.14,0.06,37.35,0.0274,,,71.3,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-09,13.89,0.0,36.77,0.0308,,,74.6,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-10,13.47,0.0,43.25,0.0303,,,79.3,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-11,13.69,0.0,45.12,0.0338,,,75.3,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-12,14.32,0.0,44.64,0.0321,,,88.0,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-13,14.05,0.0,46.9,0.033,,,87.0,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-14,13.9,0.02,47.12,0.032,,,86.3,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-15,13.83,0.18,46.11,0.0175,,,95.2,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-16,13.95,0.15,43.1,0.0418,,,64.9,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-17,14.36,0.07,42.17,0.0268,,,65.0,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-18,13.56,0.56,51.53,0.0347,,,46.4,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-19,13.8,1.05,52.54,0.0309,,,35.8,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-20,15.09,0.0,42.98,0.0375,,,43.8,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-21,15.76,0.0,37.0,0.0329,,,60.8,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-22,16.16,0.0,37.73,0.0382,,,69.7,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-23,16.26,0.0,41.98,0.0426,,,79.3,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-24,16.3,0.0,39.75,0.0418,,,84.2,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-25,16.54,0.0,33.04,0.036,,,99.5,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-26,17.66,0.02,32.77,0.0112,,,101.0,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-27,17.54,0.07,36.46,,,,115.0,,,,2021,Feb,9266
Embassy Kathmandu,2021-02-28,18.19,0.02,39.86,0.0438,,,77.1,,,,2021,Feb,9266
Embassy Kathmandu,2021-03-01,18.1,0.03,31.2,0.0398,,,65.7,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-02,15.7,0.0,23.76,0.04,,,63.8,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-03,15.83,0.0,27.76,0.0315,,,75.5,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-04,16.14,0.0,31.89,0.0553,,,75.4,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-05,16.79,0.23,29.86,0.0448,,,81.9,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-06,16.79,1.42,31.23,0.0393,,,53.8,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-07,17.23,0.0,31.4,0.0304,,,80.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-08,16.93,0.01,33.96,0.0296,,,70.5,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-09,17.99,0.35,34.19,0.0266,,,55.2,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-10,18.67,0.86,34.54,0.0315,,,91.5,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-11,18.71,1.22,36.93,0.0274,,,50.1,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-12,19.3,0.04,30.74,0.0334,,,83.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-13,18.7,0.21,34.38,0.0415,,,50.7,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-14,17.85,0.1,46.11,0.0261,,,59.4,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-15,18.38,0.0,37.27,0.0188,,,70.6,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-16,18.86,0.09,31.89,0.0285,,,73.5,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-17,19.45,0.0,30.21,0.017,,,78.9,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-18,19.45,0.08,33.96,0.062,,,115.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-19,20.78,0.06,30.88,0.0435,,,103.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-20,20.56,0.01,33.76,0.0485,,,96.5,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-21,19.56,0.0,36.26,0.0463,,,78.3,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-22,20.23,0.0,31.79,0.0477,,,114.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-23,21.47,0.0,29.62,0.0489,,,141.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-24,20.77,0.0,32.35,0.0447,,,106.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-25,19.03,0.0,28.21,0.0428,,,89.9,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-26,19.75,0.0,25.31,0.0495,,,186.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-27,20.93,0.0,25.25,0.0466,,,290.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-28,20.99,0.0,30.23,0.0399,,,272.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-29,21.03,0.16,36.52,0.0189,,,241.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-30,21.27,2.15,38.73,0.048,,,173.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-03-31,22.48,4.36,28.48,0.037,,,146.0,,,,2021,Mar,15254
Embassy Kathmandu,2021-04-01,20.49,2.0,23.18,0.0434,,,38.2,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-02,19.9,0.16,18.84,0.0242,,,43.5,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-03,19.14,0.0,18.92,0.0539,,,76.1,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-04,19.63,0.0,17.19,0.0476,,,156.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-05,20.75,0.0,16.91,0.04,,,215.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-06,21.96,0.0,19.5,0.0355,,,225.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-07,23.2,0.03,22.63,0.043,,,215.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-08,23.08,0.02,24.11,0.041,,,104.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-09,22.63,0.06,21.88,0.0167,,,45.3,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-10,22.28,0.2,19.92,0.0434,,,41.8,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-11,22.46,0.06,16.32,0.045,,,75.5,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-12,22.89,0.0,17.25,0.05,,,127.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-13,23.56,0.01,23.04,0.0416,,,124.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-14,24.4,0.04,23.99,0.0517,,,117.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-15,23.77,0.02,26.04,0.0466,,,101.0,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-16,23.16,11.07,37.26,0.047,,,58.5,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-17,22.43,2.15,37.84,0.04,,,49.8,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-18,22.03,1.65,34.53,0.0392,,,23.5,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-19,21.78,1.06,34.96,0.0352,,,36.4,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-20,23.42,0.01,26.36,0.0551,,,54.4,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-21,22.75,4.75,34.48,0.0416,,,58.3,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-22,20.64,8.83,55.44,0.0355,,,22.4,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-23,21.86,0.01,38.66,0.0404,,,17.9,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-24,23.4,0.0,31.96,0.0281,,,41.6,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-27,24.3,0.0,24.69,0.0746,,,69.7,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-28,24.52,0.13,27.35,0.0601,,,79.1,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-29,24.14,1.68,35.52,0.0632,,,68.1,,,,2021,Apr,22732
Embassy Kathmandu,2021-04-30,23.7,0.7,42.92,0.0484,,,33.5,,,,2021,Apr,22732
Embassy Kathmandu,2021-05-01,22.03,3.01,51.92,0.0511,,,34.3,,,,2021,May,1531
Embassy Kathmandu,2021-05-02,21.73,6.88,57.58,0.0306,,,29.0,,,,2021,May,1531
Embassy Kathmandu,2021-05-03,22.17,0.91,47.76,0.0518,,,46.0,,,,2021,May,1531
Embassy Kathmandu,2021-05-04,19.56,6.0,63.17,0.0402,,,36.3,,,,2021,May,1531
Embassy Kathmandu,2021-05-05,19.18,6.01,67.32,0.0398,,,23.0,,,,2021,May,1531
Embassy Kathmandu,2021-05-06,20.31,3.46,64.38,0.0468,,,32.5,,,,2021,May,1531
Embassy Kathmandu,2021-05-07,21.51,9.07,62.97,0.0454,,,33.8,,,,2021,May,1531
Embassy Kathmandu,2021-05-08,22.24,0.78,52.69,0.0368,,,24.4,,,,2021,May,1531
Embassy Kathmandu,2021-05-09,21.11,2.26,54.58,0.0457,,,23.1,,,,2021,May,1531
Embassy Kathmandu,2021-05-10,21.74,3.35,52.44,0.0494,,,29.0,,,,2021,May,1531
Embassy Kathmandu,2021-05-11,21.11,4.81,57.16,0.0409,,,28.2,,,,2021,May,1531
Embassy Kathmandu,2021-05-12,19.25,17.84,66.46,0.0387,,,20.9,,,,2021,May,1531
Embassy Kathmandu,2021-05-13,19.84,2.19,59.5,0.0368,,,15.6,,,,2021,May,1531
Embassy Kathmandu,2021-05-14,21.27,0.06,55.07,0.0371,,,16.2,,,,2021,May,1531
Embassy Kathmandu,2021-05-15,23.55,0.02,46.11,0.039,,,20.3,,,,2021,May,1531
Embassy Kathmandu,2021-05-16,24.48,0.08,41.97,0.0403,,,23.5,,,,2021,May,1531
Embassy Kathmandu,2021-05-17,25.32,0.05,38.16,0.0413,,,31.1,,,,2021,May,1531
Embassy Kathmandu,2021-05-18,25.14,0.09,36.35,0.0432,,,39.8,,,,2021,May,1531
Embassy Kathmandu,2021-05-19,22.66,5.3,54.52,0.0328,,,39.5,,,,2021,May,1531
Embassy Kathmandu,2021-05-20,21.67,15.84,74.07,0.0195,,,24.0,,,,2021,May,1531
Embassy Kathmandu,2021-05-21,23.42,1.44,71.01,0.0289,,,11.5,,,,2021,May,1531
Embassy Kathmandu,2021-05-22,24.16,0.01,62.64,0.0347,,,11.9,,,,2021,May,1531
Embassy Kathmandu,2021-05-24,26.1,0.22,47.92,0.0516,,,,,,,2021,May,1531
Embassy Kathmandu,2021-05-25,25.06,1.75,54.94,0.0382,,,17.1,,,,2021,May,1531
Embassy Kathmandu,2021-05-26,23.22,9.98,74.1,0.0271,,,9.67,,,,2021,May,1531
Embassy Kathmandu,2021-05-27,22.57,47.1,83.21,0.0187,,,2.73,,,,2021,May,1531
Embassy Kathmandu,2021-05-28,22.24,35.01,82.53,0.0297,,,2.59,,,,2021,May,1531
Embassy Kathmandu,2021-05-29,22.89,16.07,77.62,0.0408,,,8.59,,,,2021,May,1531
Embassy Kathmandu,2021-05-30,23.19,4.89,79.31,,,,23.5,,,,2021,May,1531
Embassy Kathmandu,2021-05-31,22.91,4.4,81.58,0.039,,,20.9,,,,2021,May,1531
Embassy Kathmandu,2021-06-01,23.08,3.44,75.71,0.035,,,18.2,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-02,22.53,0.11,70.3,0.0443,,,16.7,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-03,23.98,0.0,62.29,0.0372,,,17.0,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-04,24.42,0.38,65.75,0.0438,,,21.0,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-05,24.89,0.64,68.56,0.0501,,,26.3,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-06,24.33,0.79,72.23,0.047,,,26.4,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-07,25.02,1.27,70.33,0.0567,,,23.0,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-08,24.89,6.2,69.31,0.0576,,,24.9,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-09,23.27,13.46,81.73,0.0345,,,19.0,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-10,22.07,10.14,84.89,0.0436,,,63.2,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-11,22.61,13.46,83.68,0.0411,,,15.5,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-12,22.71,13.16,83.36,0.0277,,,5.73,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-13,22.26,5.6,86.23,-0.0393,,,8.24,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-14,22.95,21.37,87.03,-0.134,,,7.91,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-15,22.34,17.7,89.74,-0.0861,,,2.06,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-16,22.82,7.36,89.36,0.014,,,4.0,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-17,23.02,2.22,88.31,0.0188,,,5.52,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-18,22.67,0.73,83.4,-0.0175,,,7.1,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-19,21.96,2.76,86.89,-0.018,,,3.12,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-20,22.0,4.32,86.35,-0.0619,,,5.77,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-21,22.75,3.52,87.68,-0.0716,,,8.33,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-22,23.29,3.67,89.12,-0.0121,,,10.2,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-23,22.71,10.21,94.18,-0.00931,,,7.69,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-24,23.21,6.6,87.97,-0.00709,,,10.5,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-25,22.53,9.41,91.62,0.0198,,,13.3,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-26,22.12,21.15,89.83,0.0238,,,9.38,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-27,22.64,3.15,88.46,-0.0558,,,10.5,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-28,23.2,2.48,87.89,-0.0596,,,13.8,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-29,22.3,9.31,95.2,-0.0162,,,13.3,,,,2021,Jun,1187
Embassy Kathmandu,2021-06-30,22.11,17.09,91.83,0.0426,,,24.4,,,,2021,Jun,1187
Embassy Kathmandu,2021-07-01,22.52,36.43,90.97,0.0403,,,30.8,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-02,22.8,31.06,92.28,0.035,,,16.8,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-03,22.99,21.33,91.66,-0.00725,,,11.9,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-04,22.45,5.67,89.8,-0.00468,,,14.3,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-05,22.98,5.51,89.81,-0.00687,,,14.5,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-06,22.91,15.07,92.5,-0.00807,,,12.6,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-07,22.49,4.01,94.15,-0.0205,,,18.4,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-08,22.6,21.46,92.9,0.0334,,,10.9,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-09,22.94,7.15,91.8,-0.0309,,,7.61,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-12,22.75,5.71,88.48,-0.0184,,,6.9,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-13,23.55,23.06,86.21,0.0207,,,13.2,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-14,22.74,21.33,92.09,-0.0603,,,6.38,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-15,22.86,3.17,90.29,-0.062,,,6.16,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-16,22.56,6.83,91.13,0.017,,,11.6,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-17,21.94,10.99,93.34,-0.0195,,,14.6,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-18,22.51,2.92,92.02,-0.0198,,,9.5,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-19,22.85,21.01,93.12,-0.0157,,,12.8,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-20,23.21,23.74,87.89,0.0221,,,15.3,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-21,22.91,10.13,89.92,-0.0245,,,8.65,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-22,22.9,5.03,88.61,-0.0911,,,8.89,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-23,24.29,6.81,86.71,0.0199,,,8.38,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-24,24.01,4.73,85.48,-0.0948,,,4.71,,,,2021,Jul,3093
Embassy Kathmandu,2021-07-25,23.3,7.68,92.68,-0.14,,,4.75,,,,2021,Jul,3093
Embassy Kathmandu,2021-08-03,22.99,31.94,91.22,0.0215,,,7.8,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-04,22.14,10.11,90.34,-0.141,,,10.1,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-05,23.56,3.18,82.26,0.0323,,,13.9,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-06,24.16,7.88,81.44,0.0238,,,15.7,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-07,22.79,15.0,90.03,0.0241,,,15.1,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-08,22.63,22.82,90.69,-0.165,,,7.4,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-09,22.91,7.94,91.49,0.0309,,,9.04,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-10,23.26,4.3,92.89,-0.0413,,,12.8,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-11,23.26,4.21,93.95,-0.0527,,,12.6,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-12,23.24,9.05,92.46,-0.122,,,13.4,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-13,23.07,17.5,89.37,-0.0787,,,51.4,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-14,22.75,28.23,93.24,-0.639,,,6.22,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-15,22.66,15.87,92.01,,,,5.0,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-16,22.99,7.39,92.18,-0.349,,,12.2,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-17,22.65,10.06,94.89,-0.419,,,16.9,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-18,22.1,11.02,94.49,-0.271,,,12.4,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-19,22.41,11.34,90.49,-0.144,,,8.29,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-20,21.75,3.83,91.9,-0.0148,,,7.42,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-21,21.29,3.65,92.78,-0.211,,,8.17,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-22,21.74,7.9,90.6,-0.191,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-23,21.85,16.17,93.68,-0.151,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-24,22.33,13.58,92.67,-0.0289,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-25,22.47,11.93,93.97,-0.122,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-26,22.33,27.05,95.48,-0.021,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-27,22.04,24.22,97.14,-0.143,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-28,21.74,15.89,94.52,-0.125,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-29,21.53,15.48,92.71,-0.132,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-30,21.04,7.07,90.27,-0.0959,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-08-31,21.31,7.3,93.51,-0.14,,,,,,,2021,Aug,6093
Embassy Kathmandu,2021-09-01,22.26,2.86,89.11,-0.218,,,,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-02,22.2,10.95,93.6,-0.139,,,12.4,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-03,21.73,5.39,95.23,-0.17,,,15.9,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-04,22.18,2.71,88.05,-0.191,,,13.8,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-05,22.94,12.32,90.78,-0.249,,,16.7,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-06,22.05,39.73,90.68,-0.436,,,9.93,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-07,21.41,8.28,92.45,,,,66.8,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-08,21.45,8.59,91.85,-0.394,,,6.05,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-09,21.47,1.35,94.46,-0.103,,,,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-10,22.41,0.46,86.92,,,,15.0,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-16,21.02,3.75,87.71,,,,9.0,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-23,21.08,1.73,91.89,,,,89.2,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-24,21.79,0.34,89.71,,,,8.11,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-25,22.07,2.57,91.37,,,,11.5,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-26,22.39,5.23,86.22,,,,16.3,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-27,22.28,3.4,85.78,,,,13.1,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-28,21.33,5.22,89.34,,,,10.8,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-29,20.65,3.46,93.9,,,,9.0,,,,2021,Sep,9907
Embassy Kathmandu,2021-09-30,20.97,2.99,91.13,,,,80.1,,,,2021,Sep,9907
Embassy Kathmandu,2021-10-01,20.99,3.11,88.25,,,,16.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-02,20.7,8.67,89.83,,,,10.5,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-03,21.16,10.13,84.93,,,,12.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-04,21.14,9.68,92.41,,,,16.5,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-05,21.43,9.09,90.28,,,,11.1,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-06,21.11,0.73,92.04,,,,11.7,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-07,21.25,0.98,92.44,,,,14.0,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-08,21.11,1.78,92.91,,,,20.7,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-09,20.77,1.62,92.31,,,,23.7,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-10,21.26,0.16,91.01,,,,26.2,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-11,21.22,0.0,89.11,,,,24.7,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-12,22.68,0.0,82.5,,,,20.0,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-13,23.06,0.0,79.68,,,,15.0,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-14,23.07,0.0,81.48,,,,13.8,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-15,22.58,0.12,90.19,,,,12.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-16,21.86,3.75,89.22,,,,10.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-17,21.13,14.93,93.96,,,,6.21,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-18,20.08,15.3,92.08,,,,8.17,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-19,19.35,30.73,91.0,,,,2.62,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-20,20.54,10.96,91.67,,,,3.89,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-21,19.23,0.78,87.4,,,,4.54,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-22,18.76,0.56,89.32,,,,14.0,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-23,17.77,0.32,93.57,,,,32.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-24,18.11,0.5,92.4,,,,47.0,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-25,18.1,0.12,90.7,,,,30.4,,,,2021,Oct,23338
