location_name,date,temperature_c,precipitation_mm,humidity_pct,o3,pm1,pm10,pm25,relativehumidity,temperature,um003,year,month,tourist_arrivals
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-21,12.65,0.0,61.3,,42.6,,67.6,53.1,17.7,2990.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-22,13.27,0.0,63.55,,40.5,,63.5,53.3,18.4,2790.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-23,13.18,0.0,55.04,,45.9,,72.1,52.2,18.6,3260.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-24,12.03,0.0,50.57,,39.4,,67.0,56.7,16.3,2870.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-25,10.77,0.0,55.96,,40.4,,68.5,50.6,18.2,2870.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-26,11.1,0.0,58.92,,48.1,,77.4,53.4,17.5,3410.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-27,11.85,0.0,53.43,,50.6,,82.6,51.4,18.0,3620.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-28,11.64,0.0,54.45,,48.1,,79.1,50.0,18.2,3410.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-29,11.01,0.14,55.0,,58.6,,96.4,53.1,16.8,4230.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-30,11.23,0.0,52.71,,52.8,,90.5,51.2,17.9,3890.0,2025,Dec,98180
CEN-SR-22:Birendranagar Ward 12 Sahakari Chowk,2025-12-31,11.31,0.0,51.91,,42.6,,74.0,52.6,16.9,3170.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-04,8.47,0.22,87.74,,25.0,,40.6,56.5,25.2,1540.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-05,7.01,0.08,81.45,,20.9,,35.1,54.7,24.0,1270.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-06,6.63,0.0,82.06,,21.0,,35.6,53.6,23.1,1370.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-07,6.79,0.0,73.11,,23.0,,38.0,54.4,22.9,1480.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-08,6.84,0.0,66.95,,21.8,,35.3,53.8,22.9,1370.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-09,6.12,0.0,72.2,,26.2,,41.4,54.5,22.0,1720.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-10,5.76,0.0,64.87,,24.4,,38.1,52.4,21.4,1520.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-11,6.13,0.0,53.08,,23.8,,37.2,52.1,21.3,1450.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-12,6.27,0.0,53.45,,26.4,,41.3,54.6,20.3,1680.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-13,5.27,0.0,61.85,,29.6,,46.7,51.4,20.7,1930.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-14,4.86,0.0,60.71,,27.6,,43.2,54.6,18.1,1710.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-15,5.15,0.0,58.58,,28.3,,44.7,50.6,19.2,1800.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-16,5.42,0.0,52.67,,28.1,,44.9,49.1,19.6,1810.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-17,4.98,0.0,55.15,,29.7,,48.2,50.4,19.3,1950.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-18,6.48,0.0,61.67,,29.4,,47.5,51.3,19.6,1980.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-19,5.97,0.0,71.45,,31.2,,49.2,53.2,19.9,2060.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-20,5.4,0.0,79.23,,32.1,,50.9,53.2,20.0,2140.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-21,4.62,0.0,81.34,,32.5,,50.6,54.1,19.8,2160.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-22,3.9,0.0,71.15,,31.9,,49.8,53.3,20.0,2120.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-23,3.34,0.0,67.74,,34.8,,55.6,52.2,19.7,2350.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-24,3.07,0.0,59.62,,33.3,,54.7,49.6,19.8,2250.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-25,3.2,0.0,59.32,,35.0,,57.3,46.2,18.9,2310.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-26,4.83,0.0,52.85,,29.7,,48.6,45.3,18.5,1970.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-27,5.22,0.0,53.12,,37.4,,61.3,49.5,18.8,2670.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-28,4.78,0.0,52.55,,37.1,,58.9,48.4,18.9,2490.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-29,5.68,0.0,46.54,,30.8,,47.9,50.9,19.2,2030.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-11-30,5.9,0.0,42.31,,31.6,,49.2,51.5,19.5,2080.0,2025,Nov,116552
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-01,5.92,0.0,42.59,,37.7,,59.6,51.7,19.1,2560.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-02,4.57,0.0,42.31,,37.0,,59.2,52.5,19.4,2580.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-03,2.15,0.0,54.81,,36.9,,60.3,51.2,19.8,2610.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-04,1.63,0.0,54.19,,36.6,,59.0,51.0,18.7,2490.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-05,3.47,0.0,43.38,,38.2,,63.1,51.2,18.5,2610.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-06,3.87,0.0,43.44,,37.9,,62.8,49.9,17.7,2500.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-07,5.44,0.0,44.72,,39.8,,65.4,50.0,17.6,2660.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-08,3.91,0.0,44.45,,40.3,,65.9,49.4,17.7,2700.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-09,1.89,0.0,44.5,,37.9,,61.2,50.5,17.7,2520.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-10,2.55,0.0,44.5,,35.0,,55.9,50.9,17.9,2300.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-11,4.18,0.0,44.6,,34.7,,55.3,50.0,17.7,2260.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-12,4.18,0.0,49.99,,34.6,,55.8,48.5,17.4,2310.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-13,4.1,0.0,55.24,,38.1,,59.6,50.2,17.5,2540.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-14,5.0,0.0,54.98,,34.3,,53.1,49.3,17.7,2270.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-15,4.03,0.0,55.72,,34.7,,53.1,50.1,17.8,2260.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-16,3.46,0.0,51.47,,33.8,,52.8,48.9,17.6,2220.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-17,3.76,0.0,50.21,,36.3,,56.3,50.0,17.6,2380.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-18,5.83,0.0,42.66,,38.1,,58.5,49.9,17.9,2530.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-19,6.37,0.0,39.67,,36.0,,55.6,50.2,17.7,2380.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-20,5.81,0.0,43.46,,38.4,,60.3,49.2,17.7,2560.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-21,6.66,0.0,39.63,,39.7,,62.4,50.6,17.7,2630.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-22,6.22,0.0,42.67,,39.0,,60.9,51.7,18.0,2600.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-23,5.79,0.0,36.27,,43.1,,68.8,52.8,17.8,2930.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-24,3.91,0.0,37.53,,41.6,,66.8,51.1,17.2,2760.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-25,3.14,0.0,38.82,,42.2,,66.9,51.3,16.6,2770.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-26,3.61,0.0,43.35,,36.7,,58.9,49.2,16.6,2340.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-27,3.63,0.0,44.43,,40.9,,66.8,50.0,17.0,2690.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-28,3.73,0.0,44.28,,41.1,,67.4,51.8,17.3,2780.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-29,2.44,0.22,47.26,,38.8,,63.7,52.9,17.7,2680.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-30,1.64,0.0,48.8,,43.2,,73.3,55.8,16.9,3010.0,2025,Dec,98180
"CEN-SR-05: Shree Vindhyavasini Secondary School, Pokhara",2025-12-31,2.15,0.0,46.29,,45.0,,76.5,55.3,16.5,3140.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-11-06,21.09,0.0,74.44,,14.4,,25.3,41.6,25.9,945.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-07,19.79,0.0,80.38,,19.5,,31.0,42.5,24.6,1230.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-08,19.36,0.0,78.63,,22.2,,34.3,42.3,24.1,1350.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-09,19.26,0.0,77.32,,24.9,,38.3,40.3,24.4,1590.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-10,17.99,0.0,78.49,,24.1,,36.8,40.9,23.7,1490.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-11,17.36,0.0,79.38,,26.1,,40.3,40.9,23.1,1700.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-12,17.34,0.0,78.19,,29.6,,46.2,42.7,22.1,1980.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-13,17.14,0.0,76.34,,29.7,,46.3,40.0,23.1,2020.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-14,17.23,0.0,71.59,,31.6,,49.5,43.0,21.5,2190.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-15,17.24,0.0,74.29,,27.4,,42.2,37.9,23.8,1750.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-16,17.51,0.0,70.44,,30.6,,47.5,39.4,22.6,2070.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-17,16.94,0.0,71.39,,31.8,,48.8,40.0,22.3,2170.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-18,17.25,0.0,71.82,,34.0,,52.0,40.4,22.6,2350.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-19,17.49,0.0,81.01,,32.4,,49.4,41.2,22.6,2220.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-20,17.43,0.0,82.81,,30.6,,46.3,41.7,22.4,2030.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-21,17.26,0.0,82.89,,28.2,,42.2,41.6,22.4,1870.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-22,16.72,0.0,84.6,,29.7,,44.4,39.8,22.0,1960.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-23,16.13,0.0,81.08,,35.6,,55.4,40.1,21.6,2480.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-24,15.06,0.0,78.48,,38.4,,64.7,40.1,21.6,2840.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-25,15.6,0.0,75.33,,41.1,,68.0,38.3,20.7,2980.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-26,16.08,0.0,75.38,,38.4,,60.2,37.3,20.6,2750.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-27,17.27,0.0,72.76,,49.3,,76.4,37.7,20.9,3580.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-28,17.21,0.0,70.96,,43.2,,65.4,36.4,21.5,3130.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-29,16.32,0.0,75.51,,37.0,,55.7,37.2,21.2,2650.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-11-30,15.7,0.0,74.13,,36.8,,54.7,38.6,20.5,2550.0,2025,Nov,116552
Sitapaila (SC-30) - GD Labs,2025-12-01,15.1,0.0,76.66,,45.4,,68.7,41.8,20.9,3310.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-02,14.26,0.0,67.48,,51.0,,82.1,42.5,21.0,3760.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-03,14.74,0.0,66.95,,47.2,,78.1,43.7,20.8,3510.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-04,14.68,0.0,65.29,,38.7,,64.0,39.5,21.0,2850.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-05,14.45,0.0,67.58,,36.6,,59.6,39.2,20.6,2650.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-06,13.84,0.0,67.39,,45.4,,73.2,38.7,20.3,3310.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-07,13.91,0.0,70.27,,48.5,,78.1,40.9,19.7,3600.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-08,14.56,0.0,72.41,,46.5,,73.7,40.9,20.1,3370.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-09,14.79,0.0,70.79,,44.6,,69.3,40.6,20.0,3250.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-10,14.39,0.0,66.17,,43.8,,67.4,39.8,19.7,3190.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-11,14.73,0.0,67.47,,47.1,,71.9,38.9,19.8,3390.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-12,14.89,0.0,74.38,,47.8,,72.4,39.4,19.5,3450.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-13,15.45,0.0,73.89,,54.8,,83.0,39.0,19.7,4000.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-14,15.69,0.0,76.52,,52.5,,79.2,38.4,19.7,3760.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-15,14.88,0.0,79.46,,48.2,,72.1,39.0,19.4,3430.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-16,14.33,0.0,76.23,,43.6,,65.3,38.7,19.2,3140.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-17,13.21,0.0,76.65,,54.1,,81.9,40.6,19.5,3950.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-18,14.21,0.0,68.99,,57.8,,88.1,38.5,19.6,4180.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-19,13.61,0.0,69.95,,54.5,,82.8,39.5,19.3,3940.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-20,11.98,0.0,68.85,,47.4,,72.4,39.6,19.6,3420.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-21,12.39,0.0,72.08,,62.7,,97.2,44.3,17.7,4630.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-22,13.43,0.0,74.89,,53.5,,83.7,38.1,20.5,3850.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-23,12.22,0.0,78.07,,54.7,,84.2,37.0,20.1,3950.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-24,12.0,0.0,77.9,,53.0,,82.6,38.8,19.9,3890.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-25,11.9,0.0,75.7,,44.7,,70.1,38.3,19.7,3270.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-26,12.48,0.0,73.76,,58.3,,93.4,39.5,19.4,4280.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-27,12.74,0.0,72.46,,58.5,,95.3,39.1,19.9,4300.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-28,11.74,0.0,76.27,,54.7,,87.9,39.9,19.7,4010.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-29,11.01,0.04,73.62,,53.8,,86.6,42.7,17.7,4010.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-30,9.9,0.0,70.04,,57.2,,93.1,40.4,19.3,4200.0,2025,Dec,98180
Sitapaila (SC-30) - GD Labs,2025-12-31,10.81,0.0,63.1,,60.6,,97.6,37.6,20.5,4450.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-11-06,7.08,0.0,67.44,,10.2,,23.0,48.9,23.8,735.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-07,7.29,0.0,72.28,,17.7,,31.9,50.3,22.6,1160.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-08,7.33,0.0,78.07,,19.9,,34.1,49.1,22.2,1260.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-09,6.61,0.0,77.17,,22.9,,37.3,48.2,21.9,1410.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-10,6.44,0.0,59.18,,24.5,,39.3,47.7,21.7,1490.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-11,6.7,0.0,58.92,,26.7,,42.8,48.1,21.2,1710.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-12,6.96,0.0,57.98,,32.5,,52.9,49.6,20.1,2290.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-13,5.52,0.0,64.86,,30.9,,50.7,48.0,20.7,2200.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-14,4.93,0.0,61.84,,36.8,,60.2,50.3,19.9,2680.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-15,5.66,0.0,68.42,,30.4,,49.6,48.2,19.9,2050.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-16,5.97,0.0,61.97,,30.3,,49.9,48.4,19.9,2050.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-17,5.27,0.0,61.36,,33.2,,54.5,49.1,19.7,2310.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-18,6.67,0.0,57.3,,34.6,,56.2,49.2,20.0,2410.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-19,6.18,0.0,79.58,,31.9,,51.4,49.9,20.0,2200.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-20,5.97,0.0,88.27,,30.7,,49.1,50.1,20.1,2090.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-21,5.53,0.0,91.66,,40.9,,65.2,49.7,20.4,2800.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-22,4.9,0.0,89.1,,32.4,,51.0,48.4,19.6,2200.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-23,4.48,0.0,80.38,,27.8,,44.3,49.8,18.0,1800.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-24,3.57,0.0,65.15,,38.0,,64.8,46.2,19.9,2820.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-25,4.08,0.0,57.28,,47.5,,83.7,45.8,18.7,3510.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-26,5.3,0.0,66.26,,47.1,,81.7,45.5,18.3,3430.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-27,6.34,0.0,66.53,,53.9,,88.2,47.4,18.5,3930.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-28,5.27,0.0,64.16,,45.8,,74.1,44.5,19.5,3280.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-29,5.96,0.0,62.37,,39.4,,61.8,47.1,17.9,2820.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-11-30,6.06,0.0,61.19,,40.2,,62.7,46.6,18.2,2880.0,2025,Nov,116552
Tokha (SC-31) - GD Labs,2025-12-01,6.28,0.0,56.79,,46.3,,73.9,50.2,18.5,3420.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-02,5.75,0.0,49.02,,60.3,,102.0,51.0,18.6,4510.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-03,3.67,0.0,52.31,,47.6,,82.3,50.6,18.8,3580.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-04,3.38,0.0,48.35,,40.4,,69.2,48.9,18.2,2990.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-05,4.0,0.0,50.83,,43.7,,74.4,47.7,18.0,3270.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-07,5.68,0.0,57.33,,54.8,,92.4,48.5,18.5,4120.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-08,4.87,0.0,57.57,,51.2,,84.8,48.3,17.9,3800.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-09,3.42,0.0,58.6,,50.4,,83.1,45.6,18.6,3630.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-10,2.85,0.0,53.64,,48.3,,77.6,47.1,17.4,3470.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-11,4.77,0.0,50.97,,52.1,,83.6,46.9,17.4,3800.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-12,4.68,0.0,58.69,,52.0,,82.8,47.2,17.4,3790.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-13,4.52,0.0,60.45,,64.8,,103.0,47.4,17.2,4770.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-14,5.1,0.0,69.33,,66.5,,107.0,46.7,17.2,4860.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-15,4.34,0.0,70.77,,51.9,,82.4,46.2,17.3,3750.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-16,3.98,0.0,64.84,,46.6,,73.2,46.0,17.1,3360.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-17,3.85,0.0,57.17,,56.0,,88.9,48.2,17.1,4120.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-18,5.73,0.0,51.3,,65.2,,103.0,46.9,17.3,4800.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-19,6.25,0.0,52.93,,77.0,,123.0,49.1,16.1,5700.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-28,3.72,0.0,60.68,,48.9,,83.0,48.9,18.0,3640.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-29,2.73,0.0,59.72,,56.8,,94.9,48.2,17.5,4180.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-30,2.27,0.0,53.96,,66.8,,112.0,48.2,17.2,4960.0,2025,Dec,98180
Tokha (SC-31) - GD Labs,2025-12-31,2.23,0.0,51.34,,68.9,,116.0,45.2,18.2,5160.0,2025,Dec,98180
Imadol(SC-27)- GD Labs,2025-11-06,18.03,0.0,75.37,,19.2,,31.9,44.4,26.0,1230.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-07,17.35,0.0,79.89,,19.1,,32.8,44.6,24.6,1260.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-08,17.09,0.0,79.39,,21.0,,35.4,42.2,24.1,1400.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-09,17.09,0.0,75.24,,23.4,,38.2,41.7,23.5,1560.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-10,16.19,0.0,73.07,,26.3,,41.6,39.8,24.8,1720.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-11,15.76,0.0,73.9,,28.9,,46.1,42.6,23.2,1930.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-12,15.45,0.0,74.36,,30.6,,48.8,45.9,20.9,2100.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-13,15.0,0.0,75.51,,28.1,,45.7,42.1,22.0,1890.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-14,14.58,0.0,70.83,,33.0,,52.4,46.5,20.6,2360.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-15,14.78,0.0,75.93,,31.5,,50.4,43.0,21.8,2160.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-16,14.88,0.0,74.77,,31.6,,51.1,42.8,21.8,2150.0,2025,Nov,116552
Imadol(SC-27)- GD Labs,2025-11-17,14.51,0.0,72.26,,30.4,,48.4,42.0,22.0,2080.0,2025,Nov,116552
